id;title;entity_field_name;type;table_column_name;column_width;hide_in_list;common_table_id;system;edit_in_list;client_read_only;field_values;order;not_null;validate_rules;tree_indicator;end_used;hide_in_form;sortable;search_form
275;ID;id;LONG;id;80;false;23;true;false;true;NULL;1;false;NULL;false;NULL;false;false;true
276;岗位代码;code;STRING;code;160;false;23;true;false;false;NULL;2;true;{"required":true,"maxLength":50,"unique":true};false;NULL;false;false;true
277;名称;name;STRING;name;160;false;23;true;false;false;NULL;3;true;{"required":true,"maxLength":50,"unique":true};false;NULL;false;false;true
278;排序;sortNo;INTEGER;sort_no;80;false;23;true;false;false;NULL;4;false;NULL;false;NULL;false;false;false
279;描述;description;STRING;description;160;false;23;true;false;false;NULL;5;false;{"maxLength":200};false;NULL;false;false;false
280;软删除时间;removedAt;LOCATE_DATE;removed_at;100;false;23;true;false;false;NULL;6;false;NULL;false;NULL;false;false;false
282;ID;id;LONG;id;80;true;24;true;false;true;NULL;1;false;NULL;false;NULL;false;false;true
283;名称;name;STRING;name;160;false;24;true;false;false;NULL;2;false;NULL;true;NULL;false;false;true
284;代码;code;STRING;code;160;false;24;true;false;false;NULL;3;false;NULL;false;NULL;false;false;true
285;字典项文本;title;STRING;title;160;false;24;true;false;false;NULL;4;false;NULL;false;NULL;false;false;false
286;字典项值;value;STRING;value;160;false;24;true;false;false;NULL;5;false;NULL;false;NULL;false;false;false
287;描述;description;STRING;description;160;false;24;true;false;false;NULL;6;false;NULL;false;NULL;false;false;false
288;排序;sortOrder;INTEGER;sort_order;80;false;24;true;false;false;NULL;7;false;NULL;false;NULL;false;false;false
289;是否禁用;disabled;BOOLEAN;disabled;70;false;24;true;false;false;NULL;8;false;NULL;false;NULL;false;false;false
290;字体颜色;fontColor;STRING;font_color;160;false;24;true;false;false;NULL;9;false;NULL;false;NULL;false;false;false
291;值类型;valueType;ENUM;value_type;100;false;24;true;false;false;{"NUMBER":"NUMBER","STRING":"STRING"};10;false;NULL;false;NULL;false;false;false
292;背景颜色;backgroundColor;STRING;background_color;160;false;24;true;false;false;NULL;11;false;NULL;false;NULL;false;false;false
293;软删除时间;removedAt;LOCATE_DATE;removed_at;100;false;24;true;false;false;NULL;12;false;NULL;false;NULL;false;false;false
295;ID;id;LONG;id;80;true;25;true;false;true;NULL;1;false;NULL;false;NULL;false;false;true
296;名称;name;STRING;name;160;false;25;true;false;false;NULL;2;false;NULL;true;NULL;false;false;true
297;地区代码;areaCode;STRING;area_code;160;false;25;true;false;false;NULL;3;false;NULL;false;NULL;false;false;true
298;城市代码;cityCode;STRING;city_code;160;false;25;true;false;false;NULL;4;false;NULL;false;NULL;false;false;false
299;全名;mergerName;STRING;merger_name;160;false;25;true;false;false;NULL;5;false;NULL;false;NULL;false;false;false
300;短名称;shortName;STRING;short_name;160;false;25;true;false;false;NULL;6;false;NULL;false;NULL;false;false;false
301;邮政编码;zipCode;STRING;zip_code;160;false;25;true;false;false;NULL;7;false;NULL;false;NULL;false;false;false
302;等级;level;ENUM;level;100;false;25;true;false;false;{"PROVINCE":"PROVINCE","CITY":"CITY","COUNTY":"COUNTY","TOWN":"TOWN","VILLAGE":"VILLAGE"};8;false;NULL;false;NULL;false;false;false
303;经度;lng;DOUBLE;lng;100;false;25;true;false;false;NULL;9;false;NULL;false;NULL;false;false;false
304;纬度;lat;DOUBLE;lat;100;false;25;true;false;false;NULL;10;false;NULL;false;NULL;false;false;false
305;软删除时间;removedAt;LOCATE_DATE;removed_at;100;false;25;true;false;false;NULL;11;false;NULL;false;NULL;false;false;false
